subj,trial,block,date,stim,stim_order,response,rt,age,english,language,sex,param_index,segment,pitch,stretch
ZYX,119,2,2024-06-14T03:25:42.446Z,english_5.wav,0,1,13491,22,4,Chinese,f,2,0.2,40.70457056,0.32172142
ZYX,119,2,2024-06-14T03:25:42.446Z,english_5.wav,0,1,13491,22,4,Chinese,f,3,0.3,-94.67131236,1.15903644
ZYX,119,2,2024-06-14T03:25:42.446Z,english_5.wav,0,1,13491,22,4,Chinese,f,4,0.32341667,-88.33027294,0.94870148
ZYX,120,2,2024-06-14T03:25:42.446Z,english_895.wav,0,1,3014,22,4,Chinese,f,0,0,-36.05432491,1.57991636
ZYX,120,2,2024-06-14T03:25:42.446Z,english_895.wav,0,1,3014,22,4,Chinese,f,1,0.1,0.27991529,1.29141926
ZYX,120,2,2024-06-14T03:25:42.446Z,english_895.wav,0,1,3014,22,4,Chinese,f,2,0.2,-68.50060493,0.78617821
ZYX,120,2,2024-06-14T03:25:42.446Z,english_895.wav,0,1,3014,22,4,Chinese,f,3,0.3,-65.34452755,0.53071912
ZYX,120,2,2024-06-14T03:25:42.446Z,english_895.wav,0,1,3014,22,4,Chinese,f,4,0.32341667,44.30205494,1.44568828
ZYX,121,2,2024-06-14T03:25:42.446Z,english_325.wav,0,1,364,22,4,Chinese,f,0,0,-36.86035688,0.2784687
ZYX,121,2,2024-06-14T03:25:42.446Z,english_325.wav,0,1,364,22,4,Chinese,f,1,0.1,-55.38569655,1.41229923
ZYX,121,2,2024-06-14T03:25:42.446Z,english_325.wav,0,1,364,22,4,Chinese,f,2,0.2,-56.86017215,0.83316938
ZYX,121,2,2024-06-14T03:25:42.446Z,english_325.wav,0,1,364,22,4,Chinese,f,3,0.3,-98.19449268,0.3465596
ZYX,121,2,2024-06-14T03:25:42.446Z,english_325.wav,0,1,364,22,4,Chinese,f,4,0.32341667,-6.42447902,1.41863786
ZYX,122,2,2024-06-14T03:25:42.446Z,english_468.wav,0,1,7237,22,4,Chinese,f,0,0,-33.82586043,0.35164089
ZYX,122,2,2024-06-14T03:25:42.446Z,english_468.wav,0,1,7237,22,4,Chinese,f,1,0.1,-42.55840131,0.20114733
ZYX,122,2,2024-06-14T03:25:42.446Z,english_468.wav,0,1,7237,22,4,Chinese,f,2,0.2,-36.6492295,1.40729654
ZYX,122,2,2024-06-14T03:25:42.446Z,english_468.wav,0,1,7237,22,4,Chinese,f,3,0.3,39.91321296,0.04300573
ZYX,122,2,2024-06-14T03:25:42.446Z,english_468.wav,0,1,7237,22,4,Chinese,f,4,0.32341667,54.14936319,1.79642733
ZYX,123,2,2024-06-14T03:25:42.446Z,english_596.wav,0,1,2115,22,4,Chinese,f,0,0,90.29147433,0.88361056
ZYX,123,2,2024-06-14T03:25:42.446Z,english_596.wav,0,1,2115,22,4,Chinese,f,1,0.1,12.52853873,0.63799557
ZYX,123,2,2024-06-14T03:25:42.446Z,english_596.wav,0,1,2115,22,4,Chinese,f,2,0.2,50.53853174,0.09787331
ZYX,123,2,2024-06-14T03:25:42.446Z,english_596.wav,0,1,2115,22,4,Chinese,f,3,0.3,-77.3590695,1.15168959
ZYX,123,2,2024-06-14T03:25:42.446Z,english_596.wav,0,1,2115,22,4,Chinese,f,4,0.32341667,-1.65440801,0.06773829
ZYX,124,2,2024-06-14T03:25:42.446Z,english_144.wav,0,1,557,22,4,Chinese,f,0,0,-68.95587174,0.23806678
ZYX,124,2,2024-06-14T03:25:42.446Z,english_144.wav,0,1,557,22,4,Chinese,f,1,0.1,-74.16141139,0.77020267
ZYX,124,2,2024-06-14T03:25:42.446Z,english_144.wav,0,1,557,22,4,Chinese,f,2,0.2,-19.31034794,0.33858197
ZYX,124,2,2024-06-14T03:25:42.446Z,english_144.wav,0,1,557,22,4,Chinese,f,3,0.3,-77.96768175,1.42512122
ZYX,124,2,2024-06-14T03:25:42.446Z,english_144.wav,0,1,557,22,4,Chinese,f,4,0.32341667,3.46911061,0.57629619
ZYX,125,2,2024-06-14T03:25:42.446Z,english_193.wav,0,1,22651,22,4,Chinese,f,0,0,98.63199606,1.10219899
ZYX,125,2,2024-06-14T03:25:42.446Z,english_193.wav,0,1,22651,22,4,Chinese,f,1,0.1,38.06859183,1.75752318
ZYX,125,2,2024-06-14T03:25:42.446Z,english_193.wav,0,1,22651,22,4,Chinese,f,2,0.2,58.19309996,1.8701857
ZYX,125,2,2024-06-14T03:25:42.446Z,english_193.wav,0,1,22651,22,4,Chinese,f,3,0.3,70.68425501,1.90449871
ZYX,125,2,2024-06-14T03:25:42.446Z,english_193.wav,0,1,22651,22,4,Chinese,f,4,0.32341667,89.06926868,1.70479661
ZYX,126,2,2024-06-14T03:25:42.446Z,english_701.wav,0,1,174,22,4,Chinese,f,0,0,87.15265727,1.41120649
ZYX,126,2,2024-06-14T03:25:42.446Z,english_701.wav,0,1,174,22,4,Chinese,f,1,0.1,38.39882515,0.44004622
ZYX,126,2,2024-06-14T03:25:42.446Z,english_701.wav,0,1,174,22,4,Chinese,f,2,0.2,64.60201562,1.15462264
ZYX,126,2,2024-06-14T03:25:42.446Z,english_701.wav,0,1,174,22,4,Chinese,f,3,0.3,12.58613119,1.17454355
ZYX,126,2,2024-06-14T03:25:42.446Z,english_701.wav,0,1,174,22,4,Chinese,f,4,0.32341667,46.94968762,1.38716818
ZYX,127,2,2024-06-14T03:25:42.446Z,english_177.wav,0,1,212,22,4,Chinese,f,0,0,87.98258728,1.54790065
ZYX,127,2,2024-06-14T03:25:42.446Z,english_177.wav,0,1,212,22,4,Chinese,f,1,0.1,87.12011565,0.90861448
ZYX,127,2,2024-06-14T03:25:42.446Z,english_177.wav,0,1,212,22,4,Chinese,f,2,0.2,-29.82518494,0.58649069
ZYX,127,2,2024-06-14T03:25:42.446Z,english_177.wav,0,1,212,22,4,Chinese,f,3,0.3,54.38835911,0.51296238
ZYX,127,2,2024-06-14T03:25:42.446Z,english_177.wav,0,1,212,22,4,Chinese,f,4,0.32341667,53.98423531,1.78492888
ZYX,128,2,2024-06-14T03:25:42.446Z,english_707.wav,0,1,5100,22,4,Chinese,f,0,0,-17.04120346,1.06535483
ZYX,128,2,2024-06-14T03:25:42.446Z,english_707.wav,0,1,5100,22,4,Chinese,f,1,0.1,-57.44917128,0.89541794
ZYX,128,2,2024-06-14T03:25:42.446Z,english_707.wav,0,1,5100,22,4,Chinese,f,2,0.2,90.75848643,1.64838001
ZYX,128,2,2024-06-14T03:25:42.446Z,english_707.wav,0,1,5100,22,4,Chinese,f,3,0.3,96.79852424,0.75431717
ZYX,128,2,2024-06-14T03:25:42.446Z,english_707.wav,0,1,5100,22,4,Chinese,f,4,0.32341667,27.01716591,0.48082071
ZYX,129,2,2024-06-14T03:25:42.446Z,english_186.wav,0,1,4905,22,4,Chinese,f,0,0,-54.7664391,1.87021502
ZYX,129,2,2024-06-14T03:25:42.446Z,english_186.wav,0,1,4905,22,4,Chinese,f,1,0.1,-8.4263529,1.36390049
ZYX,129,2,2024-06-14T03:25:42.446Z,english_186.wav,0,1,4905,22,4,Chinese,f,2,0.2,6.22451559,1.69942617
ZYX,129,2,2024-06-14T03:25:42.446Z,english_186.wav,0,1,4905,22,4,Chinese,f,3,0.3,-12.35671223,1.8066537
ZYX,129,2,2024-06-14T03:25:42.446Z,english_186.wav,0,1,4905,22,4,Chinese,f,4,0.32341667,86.21839615,1.2511354
ZYX,130,2,2024-06-14T03:25:42.446Z,english_434.wav,0,1,14797,22,4,Chinese,f,0,0,-4.12787863,0.96421208
ZYX,130,2,2024-06-14T03:25:42.446Z,english_434.wav,0,1,14797,22,4,Chinese,f,1,0.1,-30.19441281,1.08561731
ZYX,130,2,2024-06-14T03:25:42.446Z,english_434.wav,0,1,14797,22,4,Chinese,f,2,0.2,41.04377471,1.46356301
ZYX,130,2,2024-06-14T03:25:42.446Z,english_434.wav,0,1,14797,22,4,Chinese,f,3,0.3,-32.43591961,0.25116585
ZYX,130,2,2024-06-14T03:25:42.446Z,english_434.wav,0,1,14797,22,4,Chinese,f,4,0.32341667,61.53108406,0.73120458
ZYX,131,2,2024-06-14T03:25:42.446Z,english_26.wav,0,1,21059,22,4,Chinese,f,0,0,54.38966875,1.86679487
ZYX,131,2,2024-06-14T03:25:42.446Z,english_26.wav,0,1,21059,22,4,Chinese,f,1,0.1,0.3460174,0.79762949
ZYX,131,2,2024-06-14T03:25:42.446Z,english_26.wav,0,1,21059,22,4,Chinese,f,2,0.2,-72.33258957,0.93682052
ZYX,131,2,2024-06-14T03:25:42.446Z,english_26.wav,0,1,21059,22,4,Chinese,f,3,0.3,67.09142092,1.42469209
ZYX,131,2,2024-06-14T03:25:42.446Z,english_26.wav,0,1,21059,22,4,Chinese,f,4,0.32341667,16.00565239,1.17807545
ZYX,132,2,2024-06-14T03:25:42.446Z,english_77.wav,0,1,505,22,4,Chinese,f,0,0,-72.40491727,0.02183184
ZYX,132,2,2024-06-14T03:25:42.446Z,english_77.wav,0,1,505,22,4,Chinese,f,1,0.1,8.82020558,1.36505393
ZYX,132,2,2024-06-14T03:25:42.446Z,english_77.wav,0,1,505,22,4,Chinese,f,2,0.2,89.28229375,1.34112472
ZYX,132,2,2024-06-14T03:25:42.446Z,english_77.wav,0,1,505,22,4,Chinese,f,3,0.3,-14.39120814,0.45737201
ZYX,132,2,2024-06-14T03:25:42.446Z,english_77.wav,0,1,505,22,4,Chinese,f,4,0.32341667,0.18022976,1.1673494
ZYX,133,2,2024-06-14T03:25:42.446Z,english_670.wav,0,1,263,22,4,Chinese,f,0,0,64.75672565,1.5535903
ZYX,133,2,2024-06-14T03:25:42.446Z,english_670.wav,0,1,263,22,4,Chinese,f,1,0.1,85.95156369,0.12522594
ZYX,133,2,2024-06-14T03:25:42.446Z,english_670.wav,0,1,263,22,4,Chinese,f,2,0.2,-44.32949438,0.22842632
ZYX,133,2,2024-06-14T03:25:42.446Z,english_670.wav,0,1,263,22,4,Chinese,f,3,0.3,22.57192219,0.17636502
ZYX,133,2,2024-06-14T03:25:42.446Z,english_670.wav,0,1,263,22,4,Chinese,f,4,0.32341667,34.74005277,0.16208776
ZYX,134,2,2024-06-14T03:25:42.446Z,english_972.wav,0,1,40,22,4,Chinese,f,0,0,-87.82800068,1.28286493
ZYX,134,2,2024-06-14T03:25:42.446Z,english_972.wav,0,1,40,22,4,Chinese,f,1,0.1,-25.45661385,0.89058027
ZYX,134,2,2024-06-14T03:25:42.446Z,english_972.wav,0,1,40,22,4,Chinese,f,2,0.2,2.95853851,1.4716374
ZYX,134,2,2024-06-14T03:25:42.446Z,english_972.wav,0,1,40,22,4,Chinese,f,3,0.3,84.61583696,0.6386035
ZYX,134,2,2024-06-14T03:25:42.446Z,english_972.wav,0,1,40,22,4,Chinese,f,4,0.32341667,42.95706616,1.51056083
ZYX,135,2,2024-06-14T03:25:42.446Z,english_634.wav,0,1,249,22,4,Chinese,f,0,0,-94.29539956,0.6011183
ZYX,135,2,2024-06-14T03:25:42.446Z,english_634.wav,0,1,249,22,4,Chinese,f,1,0.1,28.41708136,1.15242669
ZYX,135,2,2024-06-14T03:25:42.446Z,english_634.wav,0,1,249,22,4,Chinese,f,2,0.2,-99.13935281,0.68826906
ZYX,135,2,2024-06-14T03:25:42.446Z,english_634.wav,0,1,249,22,4,Chinese,f,3,0.3,-78.11216949,1.44169335
ZYX,135,2,2024-06-14T03:25:42.446Z,english_634.wav,0,1,249,22,4,Chinese,f,4,0.32341667,-54.5881907,0.90266094
ZYX,136,2,2024-06-14T03:25:42.446Z,english_19.wav,0,1,395,22,4,Chinese,f,0,0,51.84788699,0.3981759
ZYX,136,2,2024-06-14T03:25:42.446Z,english_19.wav,0,1,395,22,4,Chinese,f,1,0.1,59.68091475,1.61217409
ZYX,136,2,2024-06-14T03:25:42.446Z,english_19.wav,0,1,395,22,4,Chinese,f,2,0.2,-27.71167756,0.35158216
ZYX,136,2,2024-06-14T03:25:42.446Z,english_19.wav,0,1,395,22,4,Chinese,f,3,0.3,-29.56443604,0.8770992
ZYX,136,2,2024-06-14T03:25:42.446Z,english_19.wav,0,1,395,22,4,Chinese,f,4,0.32341667,-58.55228515,0.51670124
ZYX,137,2,2024-06-14T03:25:42.446Z,english_550.wav,0,1,2369,22,4,Chinese,f,0,0,19.46608022,0.78600887
ZYX,137,2,2024-06-14T03:25:42.446Z,english_550.wav,0,1,2369,22,4,Chinese,f,1,0.1,-94.3556307,1.03273328
ZYX,137,2,2024-06-14T03:25:42.446Z,english_550.wav,0,1,2369,22,4,Chinese,f,2,0.2,-80.90695222,0.36941932
ZYX,137,2,2024-06-14T03:25:42.446Z,english_550.wav,0,1,2369,22,4,Chinese,f,3,0.3,-65.36230075,0.47038634
ZYX,137,2,2024-06-14T03:25:42.446Z,english_550.wav,0,1,2369,22,4,Chinese,f,4,0.32341667,-18.45722395,0.11798167
ZYX,138,2,2024-06-14T03:25:42.446Z,english_582.wav,0,1,342,22,4,Chinese,f,0,0,-29.81423477,0.27230029
ZYX,138,2,2024-06-14T03:25:42.446Z,english_582.wav,0,1,342,22,4,Chinese,f,1,0.1,37.42565533,0.84765039
ZYX,138,2,2024-06-14T03:25:42.446Z,english_582.wav,0,1,342,22,4,Chinese,f,2,0.2,79.58894888,1.99526631
ZYX,138,2,2024-06-14T03:25:42.446Z,english_582.wav,0,1,342,22,4,Chinese,f,3,0.3,49.55779855,1.55519667
ZYX,138,2,2024-06-14T03:25:42.446Z,english_582.wav,0,1,342,22,4,Chinese,f,4,0.32341667,54.00509918,1.66653349
ZYX,139,2,2024-06-14T03:25:42.446Z,english_834.wav,0,1,1867,22,4,Chinese,f,0,0,-64.94927172,0.98752234
ZYX,139,2,2024-06-14T03:25:42.446Z,english_834.wav,0,1,1867,22,4,Chinese,f,1,0.1,49.61052881,1.31122352
ZYX,139,2,2024-06-14T03:25:42.446Z,english_834.wav,0,1,1867,22,4,Chinese,f,2,0.2,-25.04715585,0.09065599
ZYX,139,2,2024-06-14T03:25:42.446Z,english_834.wav,0,1,1867,22,4,Chinese,f,3,0.3,95.09819394,1.07854905
ZYX,139,2,2024-06-14T03:25:42.446Z,english_834.wav,0,1,1867,22,4,Chinese,f,4,0.32341667,84.16953653,1.76453498
ZYX,140,2,2024-06-14T03:25:42.446Z,english_87.wav,0,1,241,22,4,Chinese,f,0,0,54.83056612,1.56132998
ZYX,140,2,2024-06-14T03:25:42.446Z,english_87.wav,0,1,241,22,4,Chinese,f,1,0.1,56.31531505,1.28614089
ZYX,140,2,2024-06-14T03:25:42.446Z,english_87.wav,0,1,241,22,4,Chinese,f,2,0.2,-65.55002777,1.44579989
ZYX,140,2,2024-06-14T03:25:42.446Z,english_87.wav,0,1,241,22,4,Chinese,f,3,0.3,-25.15788212,0.3607766
ZYX,140,2,2024-06-14T03:25:42.446Z,english_87.wav,0,1,241,22,4,Chinese,f,4,0.32341667,22.72349562,0.17745198
ZYX,141,2,2024-06-14T03:25:42.446Z,english_873.wav,0,1,1465,22,4,Chinese,f,0,0,85.43762199,1.00056931
ZYX,141,2,2024-06-14T03:25:42.446Z,english_873.wav,0,1,1465,22,4,Chinese,f,1,0.1,-27.24751419,0.47504393
ZYX,141,2,2024-06-14T03:25:42.446Z,english_873.wav,0,1,1465,22,4,Chinese,f,2,0.2,-8.79829555,0.788147
ZYX,141,2,2024-06-14T03:25:42.446Z,english_873.wav,0,1,1465,22,4,Chinese,f,3,0.3,-97.88620301,0.64075463
ZYX,141,2,2024-06-14T03:25:42.446Z,english_873.wav,0,1,1465,22,4,Chinese,f,4,0.32341667,49.57089273,0.87603086
ZYX,142,2,2024-06-14T03:25:42.446Z,english_59.wav,0,1,620,22,4,Chinese,f,0,0,30.26604033,1.5973148
ZYX,142,2,2024-06-14T03:25:42.446Z,english_59.wav,0,1,620,22,4,Chinese,f,1,0.1,25.69112756,0.24758472
ZYX,142,2,2024-06-14T03:25:42.446Z,english_59.wav,0,1,620,22,4,Chinese,f,2,0.2,-24.85549033,0.1547886
ZYX,142,2,2024-06-14T03:25:42.446Z,english_59.wav,0,1,620,22,4,Chinese,f,3,0.3,-31.2790444,0.30754036
ZYX,142,2,2024-06-14T03:25:42.446Z,english_59.wav,0,1,620,22,4,Chinese,f,4,0.32341667,86.30355152,0.40312024
ZYX,143,2,2024-06-14T03:25:42.446Z,english_935.wav,0,1,116,22,4,Chinese,f,0,0,64.39543101,0.53440609
ZYX,143,2,2024-06-14T03:25:42.446Z,english_935.wav,0,1,116,22,4,Chinese,f,1,0.1,86.95314533,0.5847186
ZYX,143,2,2024-06-14T03:25:42.446Z,english_935.wav,0,1,116,22,4,Chinese,f,2,0.2,-18.93400703,0.87093815
ZYX,143,2,2024-06-14T03:25:42.446Z,english_935.wav,0,1,116,22,4,Chinese,f,3,0.3,36.25821345,1.35336039
ZYX,143,2,2024-06-14T03:25:42.446Z,english_935.wav,0,1,116,22,4,Chinese,f,4,0.32341667,-52.75689815,1.46825192
ZYX,144,2,2024-06-14T03:25:42.446Z,english_293.wav,0,1,29,22,4,Chinese,f,0,0,-22.15906653,1.76366583
ZYX,144,2,2024-06-14T03:25:42.446Z,english_293.wav,0,1,29,22,4,Chinese,f,1,0.1,-88.62057809,0.55660069
ZYX,144,2,2024-06-14T03:25:42.446Z,english_293.wav,0,1,29,22,4,Chinese,f,2,0.2,-18.47979893,1.17282558
ZYX,144,2,2024-06-14T03:25:42.446Z,english_293.wav,0,1,29,22,4,Chinese,f,3,0.3,-74.2852497,0.49477424
ZYX,144,2,2024-06-14T03:25:42.446Z,english_293.wav,0,1,29,22,4,Chinese,f,4,0.32341667,59.45323022,0.66659794
ZYX,145,2,2024-06-14T03:25:42.446Z,english_570.wav,0,1,2265,22,4,Chinese,f,0,0,79.72420881,1.67561776
ZYX,145,2,2024-06-14T03:25:42.446Z,english_570.wav,0,1,2265,22,4,Chinese,f,1,0.1,-10.34227762,1.50139893
ZYX,145,2,2024-06-14T03:25:42.446Z,english_570.wav,0,1,2265,22,4,Chinese,f,2,0.2,18.32754659,1.41834695
ZYX,145,2,2024-06-14T03:25:42.446Z,english_570.wav,0,1,2265,22,4,Chinese,f,3,0.3,15.23919529,1.12876239
ZYX,145,2,2024-06-14T03:25:42.446Z,english_570.wav,0,1,2265,22,4,Chinese,f,4,0.32341667,-28.05357781,0.72546523
ZYX,146,2,2024-06-14T03:25:42.446Z,english_753.wav,0,1,72,22,4,Chinese,f,0,0,38.61944715,0.75641923
ZYX,146,2,2024-06-14T03:25:42.446Z,english_753.wav,0,1,72,22,4,Chinese,f,1,0.1,-76.3398938,1.17320485
ZYX,146,2,2024-06-14T03:25:42.446Z,english_753.wav,0,1,72,22,4,Chinese,f,2,0.2,-80.92813522,0.63072958
ZYX,146,2,2024-06-14T03:25:42.446Z,english_753.wav,0,1,72,22,4,Chinese,f,3,0.3,-16.48508052,1.96252246
ZYX,146,2,2024-06-14T03:25:42.446Z,english_753.wav,0,1,72,22,4,Chinese,f,4,0.32341667,16.23487259,1.97125296
ZYX,147,2,2024-06-14T03:25:42.446Z,english_495.wav,0,1,213,22,4,Chinese,f,0,0,-5.58861003,1.32978923
ZYX,147,2,2024-06-14T03:25:42.446Z,english_495.wav,0,1,213,22,4,Chinese,f,1,0.1,8.95176437,0.81778757
ZYX,147,2,2024-06-14T03:25:42.446Z,english_495.wav,0,1,213,22,4,Chinese,f,2,0.2,39.42206983,0.66481361
ZYX,147,2,2024-06-14T03:25:42.446Z,english_495.wav,0,1,213,22,4,Chinese,f,3,0.3,-84.38976819,0.35850052
ZYX,147,2,2024-06-14T03:25:42.446Z,english_495.wav,0,1,213,22,4,Chinese,f,4,0.32341667,-2.90431636,0.23899864
ZYX,148,2,2024-06-14T03:25:42.446Z,english_217.wav,0,1,60,22,4,Chinese,f,0,0,-87.44045162,1.20965721
ZYX,148,2,2024-06-14T03:25:42.446Z,english_217.wav,0,1,60,22,4,Chinese,f,1,0.1,26.67222095,0.05295089
ZYX,148,2,2024-06-14T03:25:42.446Z,english_217.wav,0,1,60,22,4,Chinese,f,2,0.2,97.90977363,1.23557872
ZYX,148,2,2024-06-14T03:25:42.446Z,english_217.wav,0,1,60,22,4,Chinese,f,3,0.3,4.49718441,1.80752812
ZYX,148,2,2024-06-14T03:25:42.446Z,english_217.wav,0,1,60,22,4,Chinese,f,4,0.32341667,13.31384309,1.57586313
ZYX,149,2,2024-06-14T03:25:42.446Z,english_24.wav,0,1,752,22,4,Chinese,f,0,0,83.82729659,0.31203725
ZYX,149,2,2024-06-14T03:25:42.446Z,english_24.wav,0,1,752,22,4,Chinese,f,1,0.1,-2.54724082,1.56948954
ZYX,149,2,2024-06-14T03:25:42.446Z,english_24.wav,0,1,752,22,4,Chinese,f,2,0.2,88.70909739,0.87333864
ZYX,149,2,2024-06-14T03:25:42.446Z,english_24.wav,0,1,752,22,4,Chinese,f,3,0.3,48.93770926,0.88535019
ZYX,149,2,2024-06-14T03:25:42.446Z,english_24.wav,0,1,752,22,4,Chinese,f,4,0.32341667,53.25190048,0.66112496
ZYX,150,3,2024-06-14T03:25:42.446Z,english_580.wav,0,1,351,22,4,Chinese,f,0,0,92.13406767,1.93694744
ZYX,150,3,2024-06-14T03:25:42.446Z,english_580.wav,0,1,351,22,4,Chinese,f,1,0.1,-85.58685866,0.28773753
ZYX,150,3,2024-06-14T03:25:42.446Z,english_580.wav,0,1,351,22,4,Chinese,f,2,0.2,57.10945482,0.86433335
ZYX,150,3,2024-06-14T03:25:42.446Z,english_580.wav,0,1,351,22,4,Chinese,f,3,0.3,32.92004132,0.96651265
ZYX,150,3,2024-06-14T03:25:42.446Z,english_580.wav,0,1,351,22,4,Chinese,f,4,0.32341667,52.08708517,1.25003658
ZYX,151,3,2024-06-14T03:25:42.446Z,english_121.wav,0,1,1070,22,4,Chinese,f,0,0,-30.24687583,0.23154591
ZYX,151,3,2024-06-14T03:25:42.446Z,english_121.wav,0,1,1070,22,4,Chinese,f,1,0.1,-28.09260766,0.6680997
ZYX,151,3,2024-06-14T03:25:42.446Z,english_121.wav,0,1,1070,22,4,Chinese,f,2,0.2,-29.54951374,1.79539672
ZYX,151,3,2024-06-14T03:25:42.446Z,english_121.wav,0,1,1070,22,4,Chinese,f,3,0.3,-37.35286973,0.57554739
ZYX,151,3,2024-06-14T03:25:42.446Z,english_121.wav,0,1,1070,22,4,Chinese,f,4,0.32341667,58.68529554,1.8709958
ZYX,152,3,2024-06-14T03:25:42.446Z,english_819.wav,0,1,50,22,4,Chinese,f,0,0,56.56933068,1.61805944
ZYX,152,3,2024-06-14T03:25:42.446Z,english_819.wav,0,1,50,22,4,Chinese,f,1,0.1,16.98960986,1.69207785
ZYX,152,3,2024-06-14T03:25:42.446Z,english_819.wav,0,1,50,22,4,Chinese,f,2,0.2,-13.59600893,1.33633205
ZYX,152,3,2024-06-14T03:25:42.446Z,english_819.wav,0,1,50,22,4,Chinese,f,3,0.3,79.1710335,0.49452457
ZYX,152,3,2024-06-14T03:25:42.446Z,english_819.wav,0,1,50,22,4,Chinese,f,4,0.32341667,25.34620926,1.97134574
ZYX,153,3,2024-06-14T03:25:42.446Z,english_727.wav,0,1,1285,22,4,Chinese,f,0,0,86.20347479,1.33530257
ZYX,153,3,2024-06-14T03:25:42.446Z,english_727.wav,0,1,1285,22,4,Chinese,f,1,0.1,12.26210304,1.85547333
ZYX,153,3,2024-06-14T03:25:42.446Z,english_727.wav,0,1,1285,22,4,Chinese,f,2,0.2,5.59218777,1.19683436
ZYX,153,3,2024-06-14T03:25:42.446Z,english_727.wav,0,1,1285,22,4,Chinese,f,3,0.3,-46.39280156,1.89207751
ZYX,153,3,2024-06-14T03:25:42.446Z,english_727.wav,0,1,1285,22,4,Chinese,f,4,0.32341667,21.79775503,1.05019022
ZYX,154,3,2024-06-14T03:25:42.446Z,english_638.wav,0,1,433,22,4,Chinese,f,0,0,6.92468799,1.1702122
ZYX,154,3,2024-06-14T03:25:42.446Z,english_638.wav,0,1,433,22,4,Chinese,f,1,0.1,52.10042521,0.51269982
ZYX,154,3,2024-06-14T03:25:42.446Z,english_638.wav,0,1,433,22,4,Chinese,f,2,0.2,-39.07293948,0.1912204
ZYX,154,3,2024-06-14T03:25:42.446Z,english_638.wav,0,1,433,22,4,Chinese,f,3,0.3,38.46029754,0.91406415
ZYX,154,3,2024-06-14T03:25:42.446Z,english_638.wav,0,1,433,22,4,Chinese,f,4,0.32341667,-16.6630855,1.67689755
ZYX,155,3,2024-06-14T03:25:42.446Z,english_855.wav,0,1,273,22,4,Chinese,f,0,0,27.89321206,0.30262259
ZYX,155,3,2024-06-14T03:25:42.446Z,english_855.wav,0,1,273,22,4,Chinese,f,1,0.1,-46.00582393,1.40968126
ZYX,155,3,2024-06-14T03:25:42.446Z,english_855.wav,0,1,273,22,4,Chinese,f,2,0.2,35.37102385,0.80904714
ZYX,155,3,2024-06-14T03:25:42.446Z,english_855.wav,0,1,273,22,4,Chinese,f,3,0.3,-58.73762704,1.48943687
ZYX,155,3,2024-06-14T03:25:42.446Z,english_855.wav,0,1,273,22,4,Chinese,f,4,0.32341667,-46.78314799,1.29572868
ZYX,156,3,2024-06-14T03:25:42.446Z,english_879.wav,0,1,1550,22,4,Chinese,f,0,0,-56.32485069,0.53184386
ZYX,156,3,2024-06-14T03:25:42.446Z,english_879.wav,0,1,1550,22,4,Chinese,f,1,0.1,64.67592183,1.34296213
ZYX,156,3,2024-06-14T03:25:42.446Z,english_879.wav,0,1,1550,22,4,Chinese,f,2,0.2,25.82204554,0.44649674
ZYX,156,3,2024-06-14T03:25:42.446Z,english_879.wav,0,1,1550,22,4,Chinese,f,3,0.3,5.66794257,0.79707043
ZYX,156,3,2024-06-14T03:25:42.446Z,english_879.wav,0,1,1550,22,4,Chinese,f,4,0.32341667,-31.65503708,1.19804995
ZYX,157,3,2024-06-14T03:25:42.446Z,english_345.wav,0,1,660,22,4,Chinese,f,0,0,-46.00579497,1.58751342
ZYX,157,3,2024-06-14T03:25:42.446Z,english_345.wav,0,1,660,22,4,Chinese,f,1,0.1,-45.5805492,1.0202646
ZYX,157,3,2024-06-14T03:25:42.446Z,english_345.wav,0,1,660,22,4,Chinese,f,2,0.2,-14.04378539,0.61561299
ZYX,157,3,2024-06-14T03:25:42.446Z,english_345.wav,0,1,660,22,4,Chinese,f,3,0.3,63.72413351,1.21547564
ZYX,157,3,2024-06-14T03:25:42.446Z,english_345.wav,0,1,660,22,4,Chinese,f,4,0.32341667,18.03717792,1.47127253
ZYX,158,3,2024-06-14T03:25:42.446Z,english_45.wav,0,1,625,22,4,Chinese,f,0,0,72.55677234,0.302627
ZYX,158,3,2024-06-14T03:25:42.446Z,english_45.wav,0,1,625,22,4,Chinese,f,1,0.1,34.43244276,1.957389
ZYX,158,3,2024-06-14T03:25:42.446Z,english_45.wav,0,1,625,22,4,Chinese,f,2,0.2,12.66368291,1.1456601
ZYX,158,3,2024-06-14T03:25:42.446Z,english_45.wav,0,1,625,22,4,Chinese,f,3,0.3,47.17471186,1.77472104
ZYX,158,3,2024-06-14T03:25:42.446Z,english_45.wav,0,1,625,22,4,Chinese,f,4,0.32341667,-48.2883803,1.7760992
ZYX,159,3,2024-06-14T03:25:42.446Z,english_452.wav,0,1,177,22,4,Chinese,f,0,0,-15.91859121,0.16050204
ZYX,159,3,2024-06-14T03:25:42.446Z,english_452.wav,0,1,177,22,4,Chinese,f,1,0.1,66.54493607,1.05820221
ZYX,159,3,2024-06-14T03:25:42.446Z,english_452.wav,0,1,177,22,4,Chinese,f,2,0.2,49.2405228,1.42476674
ZYX,159,3,2024-06-14T03:25:42.446Z,english_452.wav,0,1,177,22,4,Chinese,f,3,0.3,-8.75382859,0.48128336
